datum;helyszin;nev;nem;szuldat;nemzet;helyezes;hiba;csapat;tipus;motor
1950.05.30;USA;Gene Hartley;F;1926.1.28;amerikai;16;;Joe Langley;Langley;Offenhauser
1952.06.22;Belgium;Arthur Legat;F;1898.11.1;belga;13;;;Veritas;Veritas
1952.05.18;Svájc;Jean Behra;F;1921.2.16;francia;3;;Equipe Gordini;Gordini;Gordini
1955.01.16;Argentína;Jean Behra;F;1921.2.16;francia;6;;Officine Alfieri Maserati;Maserati;Maserati
1959.05.31;Hollandia;Carel-Godin de Beaufort;F;1934.4.10;holland;10;;Ecurie Maarsbergen;Porsche;Porsche
1956.05.13;Monaco;Stirling Moss;F;1929.9.17;brit;1;;Officine Alfieri Maserati;Maserati;Maserati
1955.05.30;USA;Duane Carter;F;1913.5.5;amerikai;11;;Kuzma;Kuzma;Offenhauser
1958.08.24;Portugália;Jo Bonnier;F;1930.1.31;svéd;;rosszullét;Joakim Bonnier Racing Team;Maserati;Maserati
1960.11.20;USA;Maurice Trintignant;F;1917.10.30;francia;15;;Scuderia Centro Sud;Cooper;Maserati
1954.10.24;Spanyolország;Roberto Mieres;F;1924.12.3;argentín;4;;Officine Alfieri Maserati;Maserati;Maserati
1960.05.30;USA;Johnny Boyd;F;1926.8.19;amerikai;;motor;Epperly;Epperly;Offenhauser
1953.09.13;Olaszország;Luigi Musso;F;1924.7.28;olasz;7;;Officine Alfieri Maserati;Maserati;Maserati
1958.05.30;USA;Jim Rathmann;F;1928.7.16;amerikai;5;;Epperly;Epperly;Offenhauser
1952.07.06;Franciaország;Giuseppe Farina;F;1906.10.30;olasz;2;;Scuderia Ferrari;Ferrari;Ferrari
1955.07.16;Nagy-Britannia;Karl Kling;F;1910.9.16;német;3;;Daimler Benz AG;Mercedes;Mercedes
1954.07.04;Franciaország;Jacques Pollet;F;1932.7.2;francia;;motor;Equipe Gordini;Gordini;Gordini
1953.05.30;USA;Chuck Stevenson;F;1919.10.15;amerikai;;kiesett;John Zink;Kurtis;Offenhauser
1952.08.17;Hollandia;Jean Behra;F;1921.2.16;francia;;karburátor;Equipe Gordini;Gordini;Gordini
1953.05.30;USA;Johnnie Parsons;F;1918.7.4;amerikai;;motor;JS Belond;Kurtis;Offenhauser
1953.07.05;Franciaország;Luigi Villoresi;F;1909.5.16;olasz;6;;Scuderia Ferrari;Ferrari;Ferrari
1955.09.11;Olaszország;Maurice Trintignant;F;1917.10.30;francia;8;;Scuderia Ferrari;Ferrari;Ferrari
1957.08.04;Németország;Harry Schell;F;1921.6.29;amerikai;7;;Officine Alfieri Maserati;Maserati;Maserati
1950.05.30;USA;Mauri Rose;F;1906.5.26;amerikai;3;;Howard Keck;Deidt;Offenhauser
1952.09.07;Olaszország;Alberto Crespo;F;1930.1.16;argentín;;kizárták;Enrico Plate;Maserati;Plate
1958.09.07;Olaszország;Stirling Moss;F;1929.9.17;brit;;sebességváltó;Vandervell Products Ltd;Vanwall;Vanwall
1951.07.14;Nagy-Britannia;Peter Whitehead;F;1914.11.12;brit;9;;G A Vanderwell;Ferrari;Ferrari
1954.05.31;USA;Len Duncan;F;1911.7.25;amerikai;;kiesett;Schroeder;Schroeder;Offenhauser
1956.07.14;Nagy-Britannia;Peter Collins;F;1931.11.8;brit;2;;Scuderia Ferrari;Lancia;Lancia
1960.08.14;Portugália;Tony Brooks;F;1932.2.25;brit;5;;Yeoman Credit Racing Team;Cooper;Climax
1959.07.05;Franciaország;Phill Hill;F;1927.4.20;amerikai;2;;Scuderia Ferrari;Ferrari;Ferrari
1950.05.13;Nagy-Britannia;David Murray;F;1909.12.28;brit;;motor;Scuderia Ambrosiana;Maserati;Maserati
1951.07.01;Franciaország;Louis Chiron;F;1899.8.3;monacoi;6;;Ecurie Rosier;Talbot-Lago;Talbot
1953.06.07;Hollandia;Lance Macklin;F;1919.9.2;brit;;gázadagoló;HW Motors;HWM;Alta
1959.07.18;Nagy-Britannia;Jack Brabham;F;1926.4.2;ausztrál;1;;Cooper Car Company;Cooper;Climax
1960.08.14;Portugália;Henry Taylor;F;1932.12.16;brit;;nem azonosított;Yeoman Credit Racing Team;Cooper;Climax
1951.10.28;Spanyolország;Yves Giraud-Cabantous;F;1903.10.8;francia;;túlhajtás;;Talbot-Lago;Talbot
1959.05.10;Monaco;Andre Testut;F;1926.4.13;monacoi;;kizárták;Monte Carlo Autosport;Maserati;Maserati
1952.09.07;Olaszország;Piero Dusio;F;1899.10.13;olasz;;kizárták;;Cisitalia;BPM
1954.05.31;USA;Johnnie Parsons;F;1918.7.4;amerikai;;motor;Kurtis Kraft;Kurtis;Offenhauser
1959.08.23;Portugália;Dan Gurney;F;1931.4.13;amerikai;3;;Scuderia Ferrari;Ferrari;Ferrari
1960.02.07;Argentína;Innes Ireland;F;1930.12.16;brit;6;;Team Lotus;Lotus;Climax
1958.08.24;Portugália;Wolfgang von Trips;F;1928.5.4;német;5;;Scuderia Ferrari;Ferrari;Ferrari
1958.09.07;Olaszország;Jean Behra;F;1921.2.16;francia;;sebességváltó;Owen Racing Organisation;BRM;BRM
1953.06.07;Hollandia;Jose-Froilan Gonzalez;F;1922.10.5;argentín;;sebességváltó;Officine Alfieri Maserati;Maserati;Maserati
1955.05.30;USA;Johnny Thomson;F;1919.11.4;brit;4;;Kuzma;Kuzma;Offenhauser
1952.09.07;Olaszország;Felice Bonetto;F;1903.6.9;olasz;5;;Officine Alfieri Maserati;Maserati;Maserati
1951.05.30;USA;Fred Agabashian;F;1913.8.21;amerikai;;kuplung;Grancor Auto;Kurtis;Offenhauser
1955.05.30;USA;Jimmy Daywalt;F;1924.8.28;amerikai;9;;Kurtis Kraft;Kurtis;Offenhauser
1955.06.05;Belgium;Eugenio Castellotti;F;1930.10.10;olasz;;sebességváltó;Scuderia Lancia;Lancia;Lancia
1958.05.30;USA;Johnnie Parsons;F;1918.7.4;amerikai;12;;Kurtis Kraft;Kurtis;Offenhauser
1954.05.31;USA;George Fonder;F;1917.6.22;amerikai;19;;Kurtis Kraft;Kurtis;Offenhauser
1952.07.19;Nagy-Britannia;Johnny Claes;F;1916.8.11;belga;14;;Ecurie Belge;Simca-Gordini;Gordini
1958.07.06;Franciaország;Graham Hill;F;1929.2.15;brit;;motor;Team Lotus;Lotus;Climax
1960.09.04;Olaszország;Willy Mairesse;F;1928.10.1;belga;3;;Scuderia Ferrari;Ferrari;Ferrari
1956.05.30;USA;Keith Andrews;F;1920.6.15;amerikai;;futómû;Kurtis Kraft;Kurtis;Offenhauser
1955.09.11;Olaszország;Carlos Menditeguy;F;1915.8.10;argentín;5;;Officine Alfieri Maserati;Maserati;Maserati
1952.07.06;Franciaország;Rudolf Fischer;F;1912.4.19;svájci;;motor;Ecurie Espadon;Ferrari;Ferrari
1954.05.31;USA;Rodger Ward;F;1921.1.10;amerikai;;kiesett;Pawl;Pawl;Offenhauser
1957.05.30;USA;Ed Elisian;F;1926.12.9;amerikai;;kiesett;Kurtis Kraft;Kurtis;Offenhauser
1955.06.19;Hollandia;Stirling Moss;F;1929.9.17;brit;2;;Daimler Benz AG;Mercedes;Mercedes
1951.07.01;Franciaország;Juan-Manuel Fangio;F;1911.6.24;argentín;1;;Alfa Romeo SpA;Alfa;Alfa
1953.01.18;Argentína;Felice Bonetto;F;1903.6.9;olasz;;futómû;Officine Alfieri Maserati;Maserati;Maserati
1958.05.18;Monaco;Giulio Cabianca;F;1923.2.19;olasz;;kizárták;OSCA Automobili;Osca;Osca
1956.09.02;Olaszország;Emanuel de Graffenried;F;1914.5.18;svájci;7;;Scuderia Centro Sud;Maserati;Maserati
1952.07.19;Nagy-Britannia;Graham Whitehead;F;1922.4.15;brit;12;;;Alta;Alta
1952.08.03;Németország;Tony Gaze;F;1920.2.3;ausztrál;;sebességváltó;;HWM;Alta
1954.05.31;USA;Frank Armi;F;1918.10.12;amerikai;19;;Kurtis Kraft;Kurtis;Offenhauser
1952.05.30;USA;Travis Webb;F;1910.10.8;amerikai;;olajfolyás;Vincent Granatelli;Bromme;Offenhauser
1951.05.30;USA;Jack McGrath;F;1919.10.8;amerikai;3;;Jack Hinkle;Kurtis;Offenhauser
1958.08.03;Németország;Peter Collins;F;1931.11.8;brit;;karambol;Scuderia Ferrari;Ferrari;Ferrari
1955.09.11;Olaszország;John Fitch;F;1917.8.4;amerikai;9;;Stirling Moss Ltd;Maserati;Maserati
1951.07.29;Németország;Robert Manzon;F;1917.4.12;francia;7;;Equipe Gordini;Simca-Gordini;Simca-Gordini
1954.05.31;USA;Andy Linden;F;1922.4.5;amerikai;11;;Kurtis Kraft;Kurtis;Offenhauser
1953.06.21;Belgium;Paul Frere;F;1917.1.30;belga;10;;HW Motors;HWM;Alta
1957.05.30;USA;Al Keller;F;1920.4.11;amerikai;;karambol;Kurtis Kraft;Kurtis;Offenhauser
1953.08.02;Németország;Karl-Guenther [Gunther] Bechem;F;1921.12.21;német;;kiesett;;AFM;BMW
1956.05.30;USA;Bob Sweikert;F;1926.5.20;amerikai;6;;Kuzma;Kuzma;Offenhauser
1952.06.22;Belgium;Alberto Ascari;F;1918.7.13;olasz;1;;Scuderia Ferrari;Ferrari;Ferrari
1960.06.06;Hollandia;Jo Bonnier;F;1930.1.31;svéd;;motor;Owen Racing Organisation;BRM;BRM
1959.07.18;Nagy-Britannia;Stirling Moss;F;1929.9.17;brit;2;;British Racing Partnership;BRM;BRM
1960.11.20;USA;Tony Brooks;F;1932.2.25;brit;;kicsúszás;Yeoman Credit Racing Team;Cooper;Climax
1958.07.19;Nagy-Britannia;Maurice Trintignant;F;1917.10.30;francia;8;;Rob Walker Racing Team;Cooper;Climax
1953.05.30;USA;Johnny Mantz;F;1918.9.18;amerikai;17;;Eugene Casaroll;Kurtis;Offenhauser
1959.12.12;USA;Phill Cade;F;1916.6.12;amerikai;;motor;;Maserati;Maserati
1952.08.03;Németország;Harry Merkel;F;1918.1.10;német;;nem rajtolt el;;BMW;BMW
1960.05.30;USA;Red Amick;F;1929.1.19;amerikai;11;;Epperly;Epperly;Offenhauser
1953.08.23;Svájc;Lance Macklin;F;1919.9.2;brit;;motor;HW Motors;HWM;Alta
1950.06.04;Svájc;Emanuel de Graffenried;F;1914.5.18;svájci;6;;;Maserati;Maserati
1959.05.10;Monaco;Pete Lovely;F;1926.4.11;amerikai;;kizárták;Team Lotus;Lotus;Climax
1960.07.03;Franciaország;Dan Gurney;F;1931.4.13;amerikai;;motor;Owen Racing Organisation;BRM;BRM
1955.07.16;Nagy-Britannia;Eugenio Castellotti;F;1930.10.10;olasz;6;;Scuderia Ferrari;Ferrari;Ferrari
1960.05.30;USA;Paul Goldsmith;F;1927.10.2;amerikai;3;;Epperly;Epperly;Offenhauser
1956.09.02;Olaszország;Andre Simon;F;1920.1.5;francia;9;;Equipe Gordini;Gordini;Gordini
1952.09.07;Olaszország;Alberto Ascari;F;1918.7.13;olasz;1;;Scuderia Ferrari;Ferrari;Ferrari
1960.09.04;Olaszország;Wolfgang Seidel;F;1926.7.4;német;9;;;Cooper;Climax
1954.09.05;Olaszország;Juan-Manuel Fangio;F;1911.6.24;argentín;1;;Daimler Benz AG;Mercedes;Mercedes
1954.05.31;USA;Jimmy Reece;F;1929.11.17;amerikai;17;;Pankratz;Pankratz;Offenhauser
1957.05.19;Monaco;Andre Simon;F;1920.1.5;francia;;kizárták;Scuderia Centro Sud;Maserati;Maserati
1952.05.30;USA;Alberto Ascari;F;1918.7.13;olasz;;kerék;Enzo Ferrari;Ferrari;Ferrari
1953.09.13;Olaszország;Louis Rosier;F;1905.11.5;francia;16;;Ecurie Rosier;Ferrari;Ferrari
1960.05.29;Monaco;Stirling Moss;F;1929.9.17;brit;1;;Rob Walker Racing Team;Lotus;Climax
1953.08.02;Németország;Jose-Froilan Gonzalez;F;1922.10.5;argentín;;nem rajtolt el;Officine Alfieri Maserati;Maserati;Maserati
1954.09.05;Olaszország;Umberto Maglioli;F;1928.6.5;olasz;3;;Scuderia Ferrari;Ferrari;Ferrari
1950.05.13;Nagy-Britannia;David Hampshire;F;1917.12.29;brit;9;;Scuderia Ambrosiana;Maserati;Maserati
1958.10.19;Marokkó;Stuart Lewis-Evans;F;1930.4.20;brit;;karambol;Vandervell Products Ltd;Vanwall;Vanwall
1950.05.30;USA;Walt Brown;F;1911.12.30;amerikai;19;;Charles Pritchard;Kurtis;Offenhauser
1960.07.03;Franciaország;Masten Gregory;F;1932.2.29;amerikai;9;;Scuderia Centro Sud;Cooper;Maserati
1954.05.31;USA;Pat O'Connor;F;1928.10.9;amerikai;;kicsúszás;Kurtis Kraft;Kurtis;Offenhauser
1956.09.02;Olaszország;Jo Bonnier;F;1930.1.31;svéd;;kiesett;Officine Alfieri Maserati;Maserati;Maserati
1952.05.18;Svájc;Andre Simon;F;1920.1.5;francia;;kiesett;Scuderia Ferrari;Ferrari;Ferrari
1950.06.18;Belgium;Antoine Branca;F;1916.9.15;svájci;10;;;Maserati;Maserati
1955.05.30;USA;Jerry Hoyt;F;1929.1.29;amerikai;;olajfolyás;Stevens;Stevens;Offenhauser
1960.05.29;Monaco;Lance Reventlow;F;1936.2.24;amerikai;;kizárták;Reventlow Automobiles Inc;Scarab;Scarab
1951.07.14;Nagy-Britannia;Philip Fotheringham-Parker;F;1907.9.22;brit;;olajfolyás;;Maserati;Maserati
1952.06.22;Belgium;Prince Birabongse Bhanuban;F;1914.7.15;thaiföldi;10;;Equipe Gordini;Simca-Gordini;Gordini
1953.07.18;Nagy-Britannia;Mike Hawthorn;F;1929.4.10;brit;5;;Scuderia Ferrari;Ferrari;Ferrari
1950.07.02;Franciaország;Robert Manzon;F;1917.4.12;francia;4;;Equipe Gordini;Simca-Gordini;Simca-Gordini
1954.07.17;Nagy-Britannia;Peter Collins;F;1931.11.8;brit;;motor;G A Vandervell;Vanwall;Vanwall
1950.05.13;Nagy-Britannia;Peter Walker;F;1912.10.7;brit;;kiesett;;ERA;ERA
1957.07.20;Nagy-Britannia;Peter Collins;F;1931.11.8;brit;4;;Scuderia Ferrari;Lancia;Lancia
1953.01.18;Argentína;Giuseppe Farina;F;1906.10.30;olasz;;karambol;Scuderia Ferrari;Ferrari;Ferrari
1960.11.20;USA;Henry Taylor;F;1932.12.16;brit;14;;Yeoman Credit Racing Team;Cooper;Climax
1953.08.02;Németország;Ken McAlpine;F;1920.9.21;brit;13;;Connaught Engineering;Connaught;Lea
1958.10.19;Marokkó;Phill Hill;F;1927.4.20;amerikai;3;;Scuderia Ferrari;Ferrari;Ferrari
1958.07.19;Nagy-Britannia;Carroll Shelby;F;1923.1.11;amerikai;9;;Scuderia Centro Sud;Maserati;Maserati
1957.05.30;USA;Johnny Thomson;F;1919.11.4;brit;12;;Kuzma;Kuzma;Offenhauser
1954.07.17;Nagy-Britannia;Clemar Bucci;F;1920.9.4;argentín;;karambol;Equipe Gordini;Gordini;Gordini
1959.05.10;Monaco;Jo Bonnier;F;1930.1.31;svéd;;törés;Owen Racing Organisation;BRM;BRM
1953.07.18;Nagy-Britannia;Louis Rosier;F;1905.11.5;francia;10;;Ecurie Rosier;Ferrari;Ferrari
1956.05.13;Monaco;Peter Collins;F;1931.11.8;brit;2;;Scuderia Ferrari;Lancia;Lancia
1953.01.18;Argentína;Oscar Galvez;F;1913.8.17;argentín;5;;Officine Alfieri Maserati;Maserati;Maserati
1951.10.28;Spanyolország;Alberto Ascari;F;1918.7.13;olasz;4;;Scuderia Ferrari;Ferrari;Ferrari
1952.08.17;Hollandia;Charles de Tornaco;F;1927.6.7;belga;;motor;Ecurie Francorchamps;Ferrari;Ferrari
1956.05.13;Monaco;Juan-Manuel Fangio;F;1911.6.24;argentín;4;;Scuderia Ferrari;Lancia;Lancia
1958.06.15;Belgium;Olivier Gendebien;F;1924.1.12;belga;6;;Scuderia Ferrari;Ferrari;Ferrari
1955.01.16;Argentína;Jesus Iglesias;F;1922.2.22;argentín;;futómû;Equipe Gordini;Gordini;Gordini
1951.09.16;Olaszország;Johnny Claes;F;1916.8.11;belga;;olajpumpa;Ecurie Belge;Talbot-Lago;Talbot
1953.05.30;USA;Walt Faulkner;F;1920.2.16;amerikai;17;;Eugene Casaroll;Kurtis;Offenhauser
1957.05.19;Monaco;Harry Schell;F;1921.6.29;amerikai;;kiesett;Officine Alfieri Maserati;Maserati;Maserati
1957.08.04;Németország;Umberto Maglioli;F;1928.6.5;olasz;;motor;Dr Ing Porsche KG;Porsche;Porsche
1959.05.31;Hollandia;Maurice Trintignant;F;1917.10.30;francia;8;;Rob Walker Racing Team;Cooper;Climax
1955.05.30;USA;Chuck Weyant;F;1923.3.4;amerikai;12;;Kurtis Kraft;Kurtis;Offenhauser
1951.09.16;Olaszország;Ken Richardson;F;1911.8.21;brit;;rossz licenc;British Racing Motors Ltd;BRM;BRM
1950.07.02;Franciaország;Pierre Levegh;F;1905.12.22;francia;;motor;;Talbot-Lago;Talbot
1950.09.03;Olaszország;Guy Mairesse;F;1910.8.10;francia;;kiesett;;Talbot-Lago;Talbot
1950.09.03;Olaszország;Philippe Etancelin;F;1896.12.28;francia;5;;;Talbot-Lago;Talbot
1958.05.26;Hollandia;Jo Bonnier;F;1930.1.31;svéd;10;;Joakim Bonnier Racing Team;Maserati;Maserati
1952.08.17;Hollandia;Duncan Hamilton;F;1920.4.30;ír;7;;HW Motors;HWM;Alta
1951.07.14;Nagy-Britannia;Brian Shawe-Taylor;F;1915.1.29;brit;8;;;ERA;ERA
1958.05.30;USA;Bob Veith;F;1926.11.1;amerikai;;karambol;Kurtis Kraft;Kurtis;Offenhauser
1960.07.16;Nagy-Britannia;Keith Greene;F;1938.1.5;brit;;túlhajtás;Gilby Engineering Co Ltd;Cooper;Maserati
1955.05.30;USA;Jimmy Reece;F;1929.11.17;amerikai;;motor;Pankratz;Pankratz;Offenhauser
1958.01.19;Argentína;Jean Behra;F;1921.2.16;francia;5;;Ken Kavanagh;Maserati;Maserati
1956.07.14;Nagy-Britannia;Umberto Maglioli;F;1928.6.5;olasz;;sebességváltó;Scuderia Guastalla;Maserati;Maserati
1956.01.22;Argentína;Luigi Musso;F;1924.7.28;olasz;1;;Scuderia Ferrari;Lancia;Lancia
1954.05.31;USA;Jim Rathmann;F;1928.7.16;amerikai;;kiesett;Kurtis Kraft;Kurtis;Offenhauser
1952.09.07;Olaszország;Jose-Froilan Gonzalez;F;1922.10.5;argentín;2;;Officine Alfieri Maserati;Maserati;Maserati
1955.01.16;Argentína;Harry Schell;F;1921.6.29;amerikai;;kiesett;Officine Alfieri Maserati;Maserati;Maserati
1955.05.30;USA;Rodger Ward;F;1921.1.10;amerikai;;karambol;Kuzma;Kuzma;Offenhauser
1959.07.18;Nagy-Britannia;Masten Gregory;F;1932.2.29;amerikai;7;;Cooper Car Company;Cooper;Climax
1953.07.05;Franciaország;Felice Bonetto;F;1903.6.9;olasz;;motor;Officine Alfieri Maserati;Maserati;Maserati
1958.05.30;USA;Al Keller;F;1920.4.11;amerikai;11;;Kurtis Kraft;Kurtis;Offenhauser
1950.06.18;Belgium;Yves Giraud-Cabantous;F;1903.10.8;francia;;motor;Automobiles Talbot-Darracq SA;Talbot-Lago;Talbot
1954.01.17;Argentína;Maurice Trintignant;F;1917.10.30;francia;4;;Ecurie Rosier;Ferrari;Ferrari
1956.05.13;Monaco;Elie Bayol;F;1914.2.28;francia;6;;Equipe Gordini;Gordini;Gordini
1959.07.05;Franciaország;Fritz d' Orey;F;1938.3.25;brazil;10;;Scuderia Centro Sud;Maserati;Maserati
1959.05.10;Monaco;Giorgio Scarlatti;F;1921.10.2;olasz;;kizárták;Scuderia Ugolini;Maserati;Maserati
1951.09.16;Olaszország;Giuseppe Farina;F;1906.10.30;olasz;3;;Alfa Romeo SpA;Alfa;Alfa
1958.01.19;Argentína;Mike Hawthorn;F;1929.4.10;brit;3;;Scuderia Ferrari;Ferrari;Ferrari
1952.08.17;Hollandia;Alberto Ascari;F;1918.7.13;olasz;1;;Scuderia Ferrari;Ferrari;Ferrari
1958.05.30;USA;Shorty Templeman;F;1919.8.12;amerikai;;törés;Kurtis Kraft;Kurtis;Offenhauser
1952.05.18;Svájc;Stirling Moss;F;1929.9.17;brit;;visszalépés;HW Motors;HWM;Alta
1955.01.16;Argentína;Maurice Trintignant;F;1917.10.30;francia;3;;Scuderia Ferrari;Ferrari;Ferrari
1951.07.29;Németország;Yves Giraud-Cabantous;F;1903.10.8;francia;;karambol;;Talbot-Lago;Talbot
1954.01.17;Argentína;Roberto Mieres;F;1924.12.3;argentín;;olajfolyás;Officine Alfieri Maserati;Maserati;Maserati
1956.05.13;Monaco;Louis Chiron;F;1899.8.3;monacoi;;motor;Scuderia Centro Sud;Maserati;Maserati
1960.05.30;USA;Jim McWithey;F;1927.7.4;amerikai;;törés;Epperly;Epperly;Offenhauser
1954.08.01;Németország;Mike Hawthorn;F;1929.4.10;brit;2;;Scuderia Ferrari;Ferrari;Ferrari
1955.05.30;USA;Andy Linden;F;1922.4.5;amerikai;6;;Kurtis Kraft;Kurtis;Offenhauser
1951.07.01;Franciaország;Eugene Chaboud;F;1907.4.12;francia;8;;;Talbot-Lago;Talbot
1958.10.19;Marokkó;Graham Hill;F;1929.2.15;brit;16;;Team Lotus;Lotus;Climax
1956.05.30;USA;Cliff Griffith;F;1916.2.6;amerikai;10;;Stevens;Stevens;Offenhauser
1957.07.20;Nagy-Britannia;Jack Fairman;F;1913.3.15;brit;;motor;Owen Racing Organisation;BRM;BRM
1960.05.29;Monaco;Graham Hill;F;1929.2.15;brit;7;;Owen Racing Organisation;BRM;BRM
1954.06.20;Belgium;Jean Behra;F;1921.2.16;francia;;kiállás;Equipe Gordini;Gordini;Gordini
1953.05.30;USA;Duane Carter;F;1913.5.5;amerikai;;gyújtás;Murrell Belanger;Kurtis;Offenhauser
1953.05.30;USA;Jack McGrath;F;1919.10.8;amerikai;5;;Jack Hinkle;Kurtis;Offenhauser
1952.07.19;Nagy-Britannia;Peter Whitehead;F;1914.11.12;brit;10;;;Ferrari;Ferrari
1959.08.23;Portugália;Stirling Moss;F;1929.9.17;brit;1;;Rob Walker Racing Team;Cooper;Climax
1951.09.16;Olaszország;Emanuel de Graffenried;F;1914.5.18;svájci;;kompresszor;Alfa Romeo SpA;Alfa;Alfa
1958.08.03;Németország;Brian Naylor;F;1923.3.24;brit;;benzinpumpa;;Cooper;Climax
1959.08.23;Portugália;Carroll Shelby;F;1923.1.11;amerikai;8;;David Brown Corporation;Aston;Aston
1956.07.01;Franciaország;Maurice Trintignant;F;1917.10.30;francia;;gázadagoló;Automobiles Bugatti;Bugatti;Bugatti
1952.09.07;Olaszország;Stirling Moss;F;1929.9.17;brit;;kiállás;Connaught Engineering;Connaught;Lea
1955.06.05;Belgium;Cesare Perdisa;F;1932.10.21;olasz;8;;Officine Alfieri Maserati;Maserati;Maserati
1950.07.02;Franciaország;Raymond Sommer;F;1906.8.31;francia;;motor;Automobiles Talbot-Darracq SA;Talbot-Lago;Talbot
1951.07.29;Németország;Louis Chiron;F;1899.8.3;monacoi;;motor;Ecurie Rosier;Talbot-Lago;Talbot
1957.09.08;Olaszország;Francesco Godia;F;1921.3.21;spanyol;9;;Francesco Godia-Sales;Maserati;Maserati
1957.08.04;Németország;Mike Hawthorn;F;1929.4.10;brit;2;;Scuderia Ferrari;Lancia;Lancia
1958.07.06;Franciaország;Francesco Godia;F;1921.3.21;spanyol;;karambol;;Maserati;Maserati
1951.05.30;USA;Gene Force;F;1916.6.15;amerikai;;motor;Brown Motor Co;Kurtis;Offenhauser
1951.09.16;Olaszország;Juan-Manuel Fangio;F;1911.6.24;argentín;;motor;Alfa Romeo SpA;Alfa;Alfa
1957.09.08;Olaszország;Harry Schell;F;1921.6.29;amerikai;;olajfolyás;Officine Alfieri Maserati;Maserati;Maserati
1957.05.30;USA;Johnnie Tolan;F;1918.10.22;amerikai;;kuplung;Kuzma;Kuzma;Offenhauser
1960.05.29;Monaco;Phill Hill;F;1927.4.20;amerikai;3;;Scuderia Ferrari;Ferrari;Ferrari
1956.05.13;Monaco;Juan-Manuel Fangio;F;1911.6.24;argentín;2;;Scuderia Ferrari;Lancia;Lancia
1953.07.18;Nagy-Britannia;Tony Crook;F;1920.2.16;brit;;benzinbefecskendezõ;;Cooper;Bristol
1959.05.30;USA;Chuck Arnold;F;1926.5.30;amerikai;15;;Leader Cards Inc;Kurtis;Offenhauser
1955.05.22;Monaco;Hans Herrmann;F;1928.2.23;német;;karambol;Daimler Benz AG;Mercedes;Mercedes
1954.08.22;Svájc;Fred Wacker;F;1918.7.10;amerikai;;futómû;Equipe Gordini;Gordini;Gordini
1954.10.24;Spanyolország;Ottorino Volonterio;F;1917.12.7;svájci;;kiesett;Baron de Graffenried;Maserati;Maserati
1953.05.30;USA;Eddie Johnson;F;1919.2.10;amerikai;7;;Ernest Ruiz;Kurtis;Offenhauser
1960.09.04;Olaszország;Edgar Barth;F;1917.11.26;német;7;;Dr Ing F Porsche KG;Porsche;Porsche
1958.05.26;Hollandia;Luigi Musso;F;1924.7.28;olasz;7;;Scuderia Ferrari;Ferrari;Ferrari
1960.07.16;Nagy-Britannia;Ian Burgess;F;1930.7.6;brit;;motor;Scuderia Centro Sud;Cooper;Maserati
1953.05.30;USA;Jim Rathmann;F;1928.7.16;amerikai;15;;Ray Crawford;Kurtis;Offenhauser
1954.05.31;USA;Jerry Hoyt;F;1929.1.29;amerikai;8;;Kurtis Kraft;Kurtis;Offenhauser
1956.08.05;Németország;Eugenio Castellotti;F;1930.10.10;olasz;;kiesett;Scuderia Ferrari;Lancia;Lancia
1950.05.21;Monaco;Bob Gerard;F;1914.1.19;brit;6;;;ERA;ERA
1950.07.02;Franciaország;Reg Parnell;F;1911.7.2;brit;;motor;Scuderia Ambrosiana;Maserati;Maserati
1955.09.11;Olaszország;Piero Taruffi;F;1906.10.12;olasz;2;;Daimler Benz AG;Mercedes;Mercedes
1953.05.30;USA;Marshall Teague;F;1921.5.22;amerikai;;olajfolyás;Hart Fullerton;Kurtis;Offenhauser
1959.07.05;Franciaország;Jack Brabham;F;1926.4.2;ausztrál;3;;Cooper Car Company;Cooper;Climax
1951.09.16;Olaszország;Louis Rosier;F;1905.11.5;francia;7;;Ecurie Rosier;Talbot-Lago;Talbot
1960.07.16;Nagy-Britannia;Jo Bonnier;F;1930.1.31;svéd;;kiállás;Owen Racing Organisation;BRM;BRM
1953.08.02;Németország;Louis Rosier;F;1905.11.5;francia;10;;Ecurie Rosier;Ferrari;Ferrari
1953.07.05;Franciaország;Emanuel de Graffenried;F;1914.5.18;svájci;7;;;Maserati;Maserati
1957.05.30;USA;Johnny Boyd;F;1926.8.19;amerikai;6;;Kurtis Kraft;Kurtis;Offenhauser
1957.05.19;Monaco;Carlos Menditeguy;F;1915.8.10;argentín;;karambol;Officine Alfieri Maserati;Maserati;Maserati
1951.07.01;Franciaország;Johnny Claes;F;1916.8.11;belga;;karambol;Ecurie Belge;Talbot-Lago;Talbot
1954.07.04;Franciaország;Roberto Mieres;F;1924.12.3;argentín;;motor;;Maserati;Maserati
1950.06.18;Belgium;Juan-Manuel Fangio;F;1911.6.24;argentín;1;;Alfa Romeo SpA;Alfa;Alfa
1954.07.17;Nagy-Britannia;Alan Brown;F;1919.11.20;brit;;nem rajtolt el;Equipe Anglaise;Cooper;Bristol
1950.05.30;USA;Tony Bettenhausen;F;1916.9.12;amerikai;5;;Ervin Wolfe;Deidt;Offenhauser
1953.07.05;Franciaország;Prince Birabongse Bhanuban;F;1914.7.15;thaiföldi;;differenciálmû;Connaught Engineering;Connaught;Lea
1953.07.18;Nagy-Britannia;Emanuel de Graffenried;F;1914.5.18;svájci;;kuplung;;Maserati;Maserati
